# C. W. Wright lidar532(at)gmail.com.  Generated:  2019-06-13 12:39:10.932767  by:  cwwppkgeotaglib.py as of 2019-04-04 19:30:00 
#  DJI M600 first test flight   
#  Trajectory File: /GP000639-gn10pk-CTMC.pos 
#        EXIF File: /2019-0612-exif.csv    251  Photos    Applied Clock Drift Correction: -1 days +23:59:54  EXIF UTC Offset:  0 days 06:00:00 
# Flash Event File: /GP000639.TXT    407  Flash Events.  Base Station:  
# Date     UTC Time	Photos.DNG	raw_exif_ymd_hms	Flash_Event_UTC_DATE_Time    	PIX Latitude	PIX Longitude	PIX Elevation	GPS Elevation	GPS Latitude	GPS Longitude	Q	N_Sats	 ZStdev    	 Ratio
2019-06-12 00:47:01	R0003669.JPG	2019:06:11 18:47:07	2019-06-12 00:47:00.999617919	39.71446075	-105.11676898	1754.24630054	1754.24630000	39.71446074	-105.11676897	1	9	0.00960000	101.90000000
2019-06-12 00:47:04	R0003670.JPG	2019:06:11 18:47:10	2019-06-12 00:47:03.996475679	39.71443245	-105.11675379	1754.35884141	1754.35900000	39.71443245	-105.11675379	1	9	0.00890000	54.20000000
2019-06-12 00:47:07	R0003671.JPG	2019:06:11 18:47:13	2019-06-12 00:47:06.999709879	39.71445894	-105.11672574	1754.48786001	1754.48790000	39.71445895	-105.11672573	1	9	0.00770000	110.90000000
2019-06-12 00:47:10	R0003672.JPG	2019:06:11 18:47:16	2019-06-12 00:47:09.999724719	39.71451010	-105.11657740	1754.53790955	1754.53790000	39.71451010	-105.11657738	1	9	0.00900000	22.00000000
2019-06-12 00:47:13	R0003673.JPG	2019:06:11 18:47:19	2019-06-12 00:47:12.998797039	39.71456453	-105.11641775	1754.70694193	1754.70710000	39.71456455	-105.11641769	1	9	0.01020000	17.30000000
2019-06-12 00:47:16	R0003674.JPG	2019:06:11 18:47:22	2019-06-12 00:47:15.999785159	39.71462412	-105.11626051	1755.04997597	1755.05000000	39.71462413	-105.11626050	1	9	0.00950000	21.60000000
2019-06-12 00:47:19	R0003675.JPG	2019:06:11 18:47:25	2019-06-12 00:47:18.998864879	39.71468664	-105.11610897	1755.05259546	1755.05260000	39.71468666	-105.11610891	1	9	0.00860000	26.80000000
2019-06-12 00:47:22	R0003676.JPG	2019:06:11 18:47:28	2019-06-12 00:47:21.999820239	39.71474798	-105.11595152	1755.22538600	1755.22540000	39.71474798	-105.11595151	1	9	0.00770000	31.50000000
2019-06-12 00:47:25	R0003677.JPG	2019:06:11 18:47:31	2019-06-12 00:47:24.999922959	39.71480953	-105.11579423	1755.20109972	1755.20110000	39.71480953	-105.11579423	1	9	0.00910000	15.10000000
2019-06-12 00:47:28	R0003678.JPG	2019:06:11 18:47:34	2019-06-12 00:47:27.999001759	39.71487124	-105.11563762	1755.12405281	1755.12400000	39.71487126	-105.11563757	1	9	0.01040000	20.40000000
2019-06-12 00:47:34	R0003680.JPG	2019:06:11 18:47:40	2019-06-12 00:47:33.996837399	39.71499307	-105.11532900	1754.96917761	1754.96930000	39.71499314	-105.11532883	1	9	0.00880000	142.60000000
2019-06-12 00:47:37	R0003681.JPG	2019:06:11 18:47:43	2019-06-12 00:47:37.000058959	39.71505541	-105.11517128	1755.00100136	1755.00100000	39.71505541	-105.11517129	1	9	0.00790000	161.20000000
2019-06-12 00:47:40	R0003682.JPG	2019:06:11 18:47:46	2019-06-12 00:47:39.996958399	39.71511587	-105.11501647	1755.09477111	1755.09480000	39.71511594	-105.11501631	1	9	0.00900000	176.30000000
2019-06-12 00:47:43	R0003683.JPG	2019:06:11 18:47:49	2019-06-12 00:47:43.000147519	39.71517770	-105.11485894	1755.25280273	1755.25280000	39.71517770	-105.11485895	1	9	0.00990000	170.70000000
2019-06-12 00:47:46	R0003684.JPG	2019:06:11 18:47:52	2019-06-12 00:47:45.997045119	39.71523806	-105.11470205	1755.31987471	1755.32000000	39.71523812	-105.11470189	1	9	0.01050000	178.80000000
2019-06-12 00:47:49	R0003685.JPG	2019:06:11 18:47:55	2019-06-12 00:47:49.000228679	39.71529847	-105.11454635	1755.10638702	1755.10640000	39.71529847	-105.11454636	1	9	0.00970000	197.20000000
2019-06-12 00:47:52	R0003686.JPG	2019:06:11 18:47:58	2019-06-12 00:47:51.997068359	39.71535934	-105.11439227	1754.99825101	1754.99820000	39.71535940	-105.11439212	1	9	0.00810000	246.80000000
2019-06-12 00:47:55	R0003687.JPG	2019:06:11 18:48:01	2019-06-12 00:47:55.000267959	39.71541866	-105.11423745	1754.90601412	1754.90600000	39.71541865	-105.11423746	1	9	0.00920000	262.50000000
